aspect,id,sentiment,target,text
price,1323.0,Negative,LOCATION1,"Personally , I would steer clear of LOCATION2 and LOCATION1 , simply because they 're the most expensive areas and with no good reason"
price,1323.0,Negative,LOCATION1,"Personally , I would steer clear of LOCATION2 and LOCATION1 , simply because they 're the most expensive areas and with no good reason"
general,1323.0,Negative,LOCATION1,"Personally , I would steer clear of LOCATION2 and LOCATION1 , simply because they 're the most expensive areas and with no good reason"
general,1323.0,Negative,LOCATION1,"Personally , I would steer clear of LOCATION2 and LOCATION1 , simply because they 're the most expensive areas and with no good reason"
quiet,1324.0,Negative,LOCATION1,"As for the safety , LOCATION2 's also a good place but a bit noisy at times especially if you are close to LOCATION1"
quiet,1324.0,Negative,LOCATION1,"As for the safety , LOCATION2 's also a good place but a bit noisy at times especially if you are close to LOCATION1"
safety,1324.0,Negative,LOCATION1,"As for the safety , LOCATION2 's also a good place but a bit noisy at times especially if you are close to LOCATION1"
price,1325.0,Positive,LOCATION1,"However , I 've seen quite a lot of flats advertised in LOCATION1 that seem affordable , also in a place called LOCATION2 which is nearby"
price,1325.0,Positive,LOCATION1,"However , I 've seen quite a lot of flats advertised in LOCATION1 that seem affordable , also in a place called LOCATION2 which is nearby"
shopping,1325.0,Positive,LOCATION1,"However , I 've seen quite a lot of flats advertised in LOCATION1 that seem affordable , also in a place called LOCATION2 which is nearby"
shopping,1325.0,Positive,LOCATION1,"However , I 've seen quite a lot of flats advertised in LOCATION1 that seem affordable , also in a place called LOCATION2 which is nearby"
transit-location,1326.0,Positive,LOCATION1,LOCATION1 is close to LOCATION2 which is always busy and has supermarkets and everything else you would need
general,1327.0,Positive,LOCATION1,LOL enjoy the triggers LOCATION1 is a lovely place btw Go to LOCATION2
general,1327.0,Positive,LOCATION1,LOL enjoy the triggers LOCATION1 is a lovely place btw Go to LOCATION2
safety,1329.0,Negative,LOCATION1,I would n't live in LOCATION1 ( Too dangerous - it 's way above the Met average for all types of crime ) or LOCATION2 - which is both expensive and well above the Met average for Burglary and Robbery
safety,1329.0,Negative,LOCATION1,I would n't live in LOCATION1 ( Too dangerous - it 's way above the Met average for all types of crime ) or LOCATION2 - which is both expensive and well above the Met average for Burglary and Robbery
price,1329.0,Negative,LOCATION1,I would n't live in LOCATION1 ( Too dangerous - it 's way above the Met average for all types of crime ) or LOCATION2 - which is both expensive and well above the Met average for Burglary and Robbery
price,1329.0,Negative,LOCATION1,I would n't live in LOCATION1 ( Too dangerous - it 's way above the Met average for all types of crime ) or LOCATION2 - which is both expensive and well above the Met average for Burglary and Robbery
general,1330.0,Positive,LOCATION1,LOCATION1 is beautiful and you will be highly privileged to live there You 'll be fine LOCATION2 has more restaurants and cafes and has more of an `` urban town `` feel but the three are very close
general,1330.0,Positive,LOCATION1,LOCATION1 is beautiful and you will be highly privileged to live there You 'll be fine LOCATION2 has more restaurants and cafes and has more of an `` urban town `` feel but the three are very close
general,1331.0,Positive,LOCATION1,Also the areas around LOCATION1 and LOCATION2 were quite nice
general,1331.0,Positive,LOCATION1,Also the areas around LOCATION1 and LOCATION2 were quite nice
transit-location,1332.0,Positive,LOCATION1,"LOCATION1 and LOCATION2 are also places where a lot of single people live , reasonably central and with a lot going on locally"
transit-location,1332.0,Positive,LOCATION1,"LOCATION1 and LOCATION2 are also places where a lot of single people live , reasonably central and with a lot going on locally"
shopping,1332.0,Positive,LOCATION1,"LOCATION1 and LOCATION2 are also places where a lot of single people live , reasonably central and with a lot going on locally"
price,1333.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 would suit posh , rich people"
price,1333.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 would suit posh , rich people"
general,1333.0,Positive,LOCATION1,"LOCATION2 and LOCATION1 would suit posh , rich people"
general,1334.0,Negative,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
price,1334.0,Positive,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
safety,1334.0,Negative,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
price,1334.0,Positive,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
safety,1334.0,Negative,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
shopping,1334.0,Positive,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
touristy,1334.0,Negative,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
shopping,1334.0,Positive,LOCATION1,"The cheap parts of London are LOCATION2 and LOCATION1 and they are all poor , crime ridden and crowded with immigrants"
shopping,1335.0,Positive,LOCATION1,LOCATION1 / LOCATION2 is very cool for shopping and the young people still love to hang out there for live music and drinking
shopping,1335.0,Positive,LOCATION1,LOCATION1 / LOCATION2 is very cool for shopping and the young people still love to hang out there for live music and drinking
general,1338.0,Positive,LOCATION1,LOCATION1 is a posh place but LOCATION2 is nice also
price,1338.0,Negative,LOCATION1,LOCATION1 is a posh place but LOCATION2 is nice also
general,1338.0,Positive,LOCATION1,LOCATION1 is a posh place but LOCATION2 is nice also
price,1338.0,Negative,LOCATION1,LOCATION1 is a posh place but LOCATION2 is nice also
general,1340.0,Negative,LOCATION1,I do n't know anyone that 's wanted to voluntarily move to LOCATION1 ; ) LOCATION2 is not much better I 'm afraid
general,1340.0,Negative,LOCATION1,I do n't know anyone that 's wanted to voluntarily move to LOCATION1 ; ) LOCATION2 is not much better I 'm afraid
general,1341.0,Positive,LOCATION1,"The area around LOCATION1 or LOCATION2 is really , really nice"
general,1341.0,Positive,LOCATION1,"The area around LOCATION1 or LOCATION2 is really , really nice"
general,1342.0,Positive,LOCATION1,LOCATION1 and LOCATION2 is just great as it 's near the river and park
price,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
price,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
general,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
shopping,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
touristy,1344.0,Negative,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
general,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
shopping,1344.0,Positive,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
touristy,1344.0,Negative,LOCATION1,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too"
price,1346.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are quite expensive areas to rent/buy in
price,1346.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are quite expensive areas to rent/buy in
shopping,1346.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are quite expensive areas to rent/buy in
shopping,1346.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are quite expensive areas to rent/buy in
price,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
transit-location,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
transit-location,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
price,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
quiet,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
shopping,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
dining,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
touristy,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
quiet,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
shopping,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
touristy,1349.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap"
price,1350.0,Positive,LOCATION1,"Cheap is just out of London , like LOCATION2 , LOCATION1 , etc"
price,1350.0,Positive,LOCATION1,"Cheap is just out of London , like LOCATION2 , LOCATION1 , etc"
shopping,1350.0,Positive,LOCATION1,"Cheap is just out of London , like LOCATION2 , LOCATION1 , etc"
shopping,1350.0,Positive,LOCATION1,"Cheap is just out of London , like LOCATION2 , LOCATION1 , etc"
general,1351.0,Positive,LOCATION1,"Take a look at LOCATION1 , or LOCATION2"
general,1351.0,Positive,LOCATION1,"Take a look at LOCATION1 , or LOCATION2"
price,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
general,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
general,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
price,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
shopping,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
touristy,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
shopping,1353.0,Positive,LOCATION1,"try LOCATION1 or LOCATION2 , you can find something decent and for not much money"
general,1354.0,Positive,LOCATION1,Try LOCATION1 and LOCATION2 - all on the Piccadilly Line
transit-location,1354.0,Positive,LOCATION1,Try LOCATION1 and LOCATION2 - all on the Piccadilly Line
transit-location,1354.0,Positive,LOCATION1,Try LOCATION1 and LOCATION2 - all on the Piccadilly Line
general,1354.0,Positive,LOCATION1,Try LOCATION1 and LOCATION2 - all on the Piccadilly Line
price,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
general,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
general,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
price,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
shopping,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
touristy,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
shopping,1355.0,Positive,LOCATION1,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice
transit-location,1358.0,Positive,LOCATION1,You can easily get to the centre/London from LOCATION2 or LOCATION1
transit-location,1358.0,Positive,LOCATION1,You can easily get to the centre/London from LOCATION2 or LOCATION1
general,1359.0,Positive,LOCATION1,Additionally you should consider LOCATION1 or LOCATION2
general,1359.0,Positive,LOCATION1,Additionally you should consider LOCATION1 or LOCATION2
safety,1360.0,Negative,LOCATION1,i read somewhere that LOCATION1 and LOCATION2 are zones to avoid due to crime rate and rough areas
safety,1360.0,Negative,LOCATION1,i read somewhere that LOCATION1 and LOCATION2 are zones to avoid due to crime rate and rough areas
general,1361.0,Negative,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
price,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
price,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
general,1361.0,Negative,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
shopping,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
touristy,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
shopping,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
touristy,1361.0,Positive,LOCATION1,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban"
general,1362.0,Positive,LOCATION1,"There are some parts like LOCATION2 , LOCATION1 , that are too lovely to put into words"
general,1362.0,Positive,LOCATION1,"There are some parts like LOCATION2 , LOCATION1 , that are too lovely to put into words"
transit-location,1364.0,Positive,LOCATION1,Both LOCATION1 and LOCATION2 are easily accessable
transit-location,1364.0,Positive,LOCATION1,Both LOCATION1 and LOCATION2 are easily accessable
touristy,1364.0,Positive,LOCATION1,Both LOCATION1 and LOCATION2 are easily accessable
general,1366.0,Positive,LOCATION1,LOCATION2 try the LOCATION2 or anywhere near LOCATION1
general,1366.0,Positive,LOCATION1,LOCATION2 try the LOCATION2 or anywhere near LOCATION1
general,1367.0,Positive,LOCATION1,I 'd recommend around LOCATION1/LOCATION2
general,1367.0,Positive,LOCATION1,I 'd recommend around LOCATION1/LOCATION2
transit-location,1369.0,Positive,LOCATION1,"If you wish to live closer to Central London , look into areas like LOCATION2 , LOCATION1"
price,1370.0,Negative,LOCATION1,LOCATION2 is ridiculously expensive when it comes to rent so have a look at LOCATION1
price,1370.0,Negative,LOCATION1,LOCATION2 is ridiculously expensive when it comes to rent so have a look at LOCATION1
safety,1371.0,Positive,LOCATION1,i go to school in LOCATION2 area not much crime unless you travel to LOCATION1 at like night time
safety,1371.0,Positive,LOCATION1,i go to school in LOCATION2 area not much crime unless you travel to LOCATION1 at like night time
general,1372.0,Positive,LOCATION1,I live in LOCATION1 which is a nice residential area but LOCATION2 is also good
general,1372.0,Positive,LOCATION1,I live in LOCATION1 which is a nice residential area but LOCATION2 is also good
transit-location,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
transit-location,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
nightlife,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
quiet,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
shopping,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
touristy,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
shopping,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
touristy,1373.0,Positive,LOCATION1,"There are lots of possibilities for going out in LOCATION2 or LOCATION1 , and transport connections are excellent"
price,1374.0,Negative,LOCATION1,LOCATION1 and LOCATION2 : Both full of rich spoilt snobs with three car garages
price,1374.0,Negative,LOCATION1,LOCATION1 and LOCATION2 : Both full of rich spoilt snobs with three car garages
general,1375.0,Positive,LOCATION1,Down south go for LOCATION1 or LOCATION2
general,1375.0,Positive,LOCATION1,Down south go for LOCATION1 or LOCATION2
general,1376.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are not the nicest places in London
general,1376.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are not the nicest places in London
general,1378.0,Positive,LOCATION1,OMG you simply must consider LOCATION2/LOCATION1
general,1378.0,Positive,LOCATION1,OMG you simply must consider LOCATION2/LOCATION1
general,1379.0,Positive,LOCATION1,you also have really nice areas like LOCATION2 and LOCATION1
general,1379.0,Positive,LOCATION1,you also have really nice areas like LOCATION2 and LOCATION1
general,1380.0,Positive,LOCATION1,Also LOCATION1 and LOCATION2 are n't that bad tho ' they are much more expensive than they used to be
price,1380.0,Negative,LOCATION1,Also LOCATION1 and LOCATION2 are n't that bad tho ' they are much more expensive than they used to be
price,1380.0,Negative,LOCATION1,Also LOCATION1 and LOCATION2 are n't that bad tho ' they are much more expensive than they used to be
general,1380.0,Positive,LOCATION1,Also LOCATION1 and LOCATION2 are n't that bad tho ' they are much more expensive than they used to be
price,1381.0,Negative,LOCATION1,"LOCATION2 is top , although LOCATION1 is the most expensive"
price,1381.0,Negative,LOCATION1,"LOCATION2 is top , although LOCATION1 is the most expensive"
safety,1382.0,Negative,LOCATION1,I have lived in LOCATION1 and thats a bit of a rough area so is LOCATION2 a better area
general,1383.0,Positive,LOCATION1,"try looking in LOCATION1 or LOCATION2 , these are OK areas , with nice cafes"
general,1383.0,Positive,LOCATION1,"try looking in LOCATION1 or LOCATION2 , these are OK areas , with nice cafes"
transit-location,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
price,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
price,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
transit-location,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
shopping,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
dining,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
touristy,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
shopping,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
dining,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
touristy,1384.0,Positive,LOCATION1,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located
general,1386.0,Negative,LOCATION1,"Avoid LOCATION2 ( nothing interesting there ) , stay LOCATION1 areas"
general,1386.0,Negative,LOCATION1,"Avoid LOCATION2 ( nothing interesting there ) , stay LOCATION1 areas"
general,1387.0,Positive,LOCATION1,"LOCATION1 , and LOCATION2 are nice locations"
general,1387.0,Positive,LOCATION1,"LOCATION1 , and LOCATION2 are nice locations"
general,1388.0,Negative,LOCATION1,Most of London is pretty grim but the worst areas are probably LOCATION1 in the southwest LOCATION2 in the north is also awful
general,1388.0,Negative,LOCATION1,Most of London is pretty grim but the worst areas are probably LOCATION1 in the southwest LOCATION2 in the north is also awful
general,1389.0,Positive,LOCATION1,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant"
general,1389.0,Positive,LOCATION1,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant"
price,1389.0,Negative,LOCATION1,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant"
price,1389.0,Negative,LOCATION1,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant"
transit-location,1390.0,Positive,LOCATION1,Well the best places to live in London are in the LOCATION2 and the very central LOCATION1
transit-location,1390.0,Positive,LOCATION1,Well the best places to live in London are in the LOCATION2 and the very central LOCATION1
general,1391.0,Negative,LOCATION1,"LOCATION1 is really quite nice , LOCATION2 is really , really not"
general,1391.0,Positive,LOCATION1,"LOCATION1 is really quite nice , LOCATION2 is really , really not"
safety,1392.0,Positive,LOCATION1,The safest Boroughs are LOCATION1 and LOCATION2
safety,1392.0,Positive,LOCATION1,The safest Boroughs are LOCATION1 and LOCATION2
transit-location,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
price,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
price,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
shopping,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
touristy,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
transit-location,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
shopping,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
touristy,1393.0,Positive,LOCATION1,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities"
general,1395.0,Negative,LOCATION1,"LOCATION2 is nearer to London , LOCATION1 is a cesspit"
transit-location,1395.0,Negative,LOCATION1,"LOCATION2 is nearer to London , LOCATION1 is a cesspit"
transit-location,1395.0,Negative,LOCATION1,"LOCATION2 is nearer to London , LOCATION1 is a cesspit"
general,1395.0,Negative,LOCATION1,"LOCATION2 is nearer to London , LOCATION1 is a cesspit"
general,1396.0,Positive,LOCATION1,I 've been through LOCATION1 and along LOCATION2 on the coach and it looks really nice around there
general,1396.0,Positive,LOCATION1,I 've been through LOCATION1 and along LOCATION2 on the coach and it looks really nice around there
general,1397.0,Positive,LOCATION1,Some parts of LOCATION1 and LOCATION2 are very nice indeed
general,1397.0,Positive,LOCATION1,Some parts of LOCATION1 and LOCATION2 are very nice indeed
price,1398.0,Negative,LOCATION1,If money is no object look at LOCATION2 and LOCATION1
price,1398.0,Negative,LOCATION1,If money is no object look at LOCATION2 and LOCATION1
transit-location,1399.0,Positive,LOCATION1,"If you go further into the centre of London then there 's LOCATION1 , LOCATION2"
general,1400.0,Positive,LOCATION1,"LOCATION2 is great , and LOCATION1 - but they are a tad more pricey"
price,1400.0,Negative,LOCATION1,"LOCATION2 is great , and LOCATION1 - but they are a tad more pricey"
price,1400.0,Negative,LOCATION1,"LOCATION2 is great , and LOCATION1 - but they are a tad more pricey"
general,1400.0,Positive,LOCATION1,"LOCATION2 is great , and LOCATION1 - but they are a tad more pricey"
general,1402.0,Positive,LOCATION1,You could also look at LOCATION2 or LOCATION1
general,1402.0,Positive,LOCATION1,You could also look at LOCATION2 or LOCATION1
general,1403.0,Positive,LOCATION1,"If you 're looking at areas to live , LOCATION1 and LOCATION2 are fine"
general,1403.0,Positive,LOCATION1,"If you 're looking at areas to live , LOCATION1 and LOCATION2 are fine"
general,1405.0,Positive,LOCATION1,The LOCATION1 and LOCATION2 area is quite good too
general,1405.0,Positive,LOCATION1,The LOCATION1 and LOCATION2 area is quite good too
price,1406.0,Positive,LOCATION1,"More suburban , LOCATION2 and LOCATION1 are cheaper more standard suburban area"
price,1406.0,Positive,LOCATION1,"More suburban , LOCATION2 and LOCATION1 are cheaper more standard suburban area"
shopping,1406.0,Positive,LOCATION1,"More suburban , LOCATION2 and LOCATION1 are cheaper more standard suburban area"
general,1407.0,Negative,LOCATION1,"LOCATION1 is a bit of a dump , LOCATION2 is slightly nicer , though of course both have better and worse areas"
general,1407.0,Negative,LOCATION1,"LOCATION1 is a bit of a dump , LOCATION2 is slightly nicer , though of course both have better and worse areas"
general,1408.0,Positive,LOCATION1,"LOCATION1 - LOCATION2 on the rise , so hurry up"
general,1408.0,Positive,LOCATION1,"LOCATION1 - LOCATION2 on the rise , so hurry up"
price,1409.0,Negative,LOCATION1,If I had the money LOCATION1 or LOCATION2
price,1409.0,Negative,LOCATION1,If I had the money LOCATION1 or LOCATION2
price,1411.0,Negative,LOCATION1,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area
price,1411.0,Negative,LOCATION1,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area
safety,1411.0,Positive,LOCATION1,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area
safety,1411.0,Positive,LOCATION1,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area
transit-location,1413.0,Positive,LOCATION1,Alot of tube lines go into LOCATION2 and LOCATION1 so you have plenty of choices
transit-location,1413.0,Positive,LOCATION1,Alot of tube lines go into LOCATION2 and LOCATION1 so you have plenty of choices
price,1414.0,Negative,LOCATION1,"LOCATION1 - bit more older middle class rich area , very nice , not so many pubs and very expensive LOCATION2 - lovely villagey feel and close to the beautiful hampstea heath , bit further out"
general,1414.0,Positive,LOCATION1,"LOCATION1 - bit more older middle class rich area , very nice , not so many pubs and very expensive LOCATION2 - lovely villagey feel and close to the beautiful hampstea heath , bit further out"
transit-location,1414.0,Negative,LOCATION1,"LOCATION1 - bit more older middle class rich area , very nice , not so many pubs and very expensive LOCATION2 - lovely villagey feel and close to the beautiful hampstea heath , bit further out"
price,1415.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
nightlife,1415.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
nightlife,1415.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
general,1415.0,Positive,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
general,1415.0,Positive,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
price,1415.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
dining,1415.0,Negative,LOCATION1,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive"
general,1419.0,Positive,LOCATION1,yes LOCATION2 London and LOCATION1 are very good areas
general,1419.0,Positive,LOCATION1,yes LOCATION2 London and LOCATION1 are very good areas
general,1420.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are unpleasant
general,1420.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are unpleasant
general,1421.0,Positive,LOCATION1,"LOCATION2 is n't bad at all - not like LOCATION1 , which I agree is revolting"
general,1421.0,Positive,LOCATION1,"LOCATION2 is n't bad at all - not like LOCATION1 , which I agree is revolting"
general,1422.0,Positive,LOCATION1,"Area around the LOCATION2 , LOCATION1 is popular"
general,1422.0,Positive,LOCATION1,"Area around the LOCATION2 , LOCATION1 is popular"
price,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
price,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
shopping,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
touristy,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
shopping,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
touristy,1423.0,Negative,LOCATION1,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it
price,1425.0,Negative,LOCATION1,"Obviously the best convenient places to stay are in LOCATION2 , Leicester Square , or LOCATION1 , but also very expensive"
price,1425.0,Negative,LOCATION1,"Obviously the best convenient places to stay are in LOCATION2 , Leicester Square , or LOCATION1 , but also very expensive"
price,1426.0,Negative,LOCATION1,"Depends on your budget , if it 's tight then look at the LOCATION1 , LOCATION2"
general,1427.0,Negative,LOCATION1,People often cite LOCATION1 as bad but I thought LOCATION2 was worse
general,1427.0,Negative,LOCATION1,People often cite LOCATION1 as bad but I thought LOCATION2 was worse
